mean_score,max_score,steps
7.4,14.0,633378
7.9,14.0,634120
8.5,14.0,634808
8.3,14.0,635106
8.6,14.0,635818
9.3,15.0,636573
10.9,26.0,637730
11.4,26.0,638533
11.9,26.0,639204
12.8,26.0,639906
12.7,26.0,640683
12.1,26.0,641196
11.9,26.0,641793
13.3,26.0,642719
13.5,26.0,643310
12.8,26.0,643864
11.2,17.0,644577
10.8,17.0,645182
10.5,17.0,645700
9.6,17.0,646157
9.7,17.0,646863
11.2,21.0,647720
11.3,21.0,648393
10.5,21.0,649022
9.9,21.0,649505
10.4,21.0,650294
10.5,21.0,650883
11.4,21.0,651826
11.6,21.0,652420
12.2,21.0,653235
12.1,21.0,654074
11.4,17.0,654850
11.7,17.0,655615
12.5,17.0,656406
13.5,17.0,657266
13.1,17.0,657855
12.8,17.0,658448
12.0,17.0,659041
12.1,17.0,659694
12.0,17.0,660393
11.8,17.0,661118
11.3,17.0,661725
10.9,17.0,662317
9.8,17.0,662777
9.6,15.0,663485
9.9,15.0,664205
10.1,15.0,664900
10.8,16.0,665533
11.8,20.0,666458
11.6,20.0,667023
12.4,20.0,667876
12.2,20.0,668364
12.9,20.0,669175
13.6,20.0,670029
12.6,20.0,670406
12.2,20.0,670973
12.3,20.0,671675
12.1,20.0,672557
11.2,19.0,673318
11.8,19.0,674199
10.7,16.0,674725
11.3,16.0,675386
10.8,14.0,676094
10.6,14.0,676662
11.1,14.0,677315
11.8,15.0,678073
11.6,15.0,678687
11.0,15.0,679219
10.7,15.0,679844
10.4,15.0,680553
10.4,15.0,681142
9.7,15.0,681609
9.8,15.0,682301
10.1,15.0,683195
10.1,15.0,683927
10.4,18.0,684688
10.8,18.0,685502
11.5,18.0,686119
11.7,18.0,686832
11.6,18.0,687559
12.2,18.0,688416
12.5,18.0,689045
12.5,18.0,689805
12.4,18.0,690690
12.2,18.0,691256
11.6,15.0,692029
11.0,15.0,692555
10.7,14.0,693313
11.7,20.0,694313
11.5,20.0,694862
11.2,20.0,695438
12.0,20.0,696321
12.0,20.0,697084
11.9,20.0,697884
12.0,20.0,698519
11.5,20.0,699017
12.9,21.0,700125
13.9,22.0,701055
12.9,22.0,701725
13.6,22.0,702447
13.1,22.0,702899
12.9,22.0,703789
13.6,22.0,704664
13.1,22.0,705183
13.2,22.0,705844
13.8,22.0,706588
13.0,22.0,707376
11.6,19.0,707944
12.0,19.0,708752
11.9,19.0,709581
11.9,19.0,710051
12.3,19.0,710826
11.7,19.0,711641
11.8,19.0,712186
11.5,19.0,712745
11.6,19.0,713489
11.9,19.0,714405
12.1,19.0,714900
12.6,19.0,715763
12.2,19.0,716222
13.7,21.0,717224
13.0,21.0,717986
12.5,21.0,718518
13.0,21.0,719344
13.7,21.0,720205
13.7,21.0,721048
13.0,21.0,721677
13.3,21.0,722509
12.9,21.0,723458
13.7,21.0,724416
12.4,18.0,724942
12.7,18.0,725652
13.2,18.0,726313
12.6,18.0,726838
12.1,18.0,727437
11.9,18.0,728154
11.9,18.0,728744
11.7,18.0,729415
11.4,18.0,730143
10.8,15.0,730920
11.0,15.0,731607
10.0,13.0,732025
9.5,12.0,732640
10.2,14.0,733333
10.2,14.0,733931
10.8,18.0,734852
10.5,18.0,735310
10.3,18.0,735940
10.1,18.0,736597
10.4,18.0,737402
11.2,18.0,738298
12.2,18.0,739102
11.7,18.0,739403
12.4,21.0,740282
12.5,21.0,740906
13.3,26.0,741921
14.4,26.0,742824
14.2,26.0,743354
14.9,26.0,743988
14.6,26.0,744724
14.0,26.0,745445
13.5,26.0,746125
14.7,26.0,747031
14.0,26.0,747903
13.8,26.0,748433
12.3,17.0,748988
12.1,17.0,749983
12.4,17.0,750684
12.1,15.0,751540
11.4,15.0,751897
11.1,15.0,752565
11.7,16.0,753464
12.2,20.0,754487
12.1,20.0,755263
13.0,20.0,756049
13.3,20.0,756929
12.9,20.0,757666
12.9,20.0,758321
13.3,20.0,759313
14.0,20.0,760162
14.2,20.0,760869
14.5,20.0,761615
13.3,19.0,762192
13.0,19.0,762892
12.1,19.0,763503
11.9,19.0,764202
12.0,19.0,764897
11.9,19.0,765480
12.0,19.0,766331
12.0,19.0,767171
13.5,26.0,768163
12.9,26.0,768959
12.9,26.0,769572
13.3,26.0,770193
13.7,26.0,770820
14.5,26.0,771730
14.9,26.0,772653
14.8,26.0,773182
14.6,26.0,774071
15.0,26.0,775003
13.8,20.0,775857
13.6,20.0,776574
14.9,21.0,777547
14.6,21.0,778224
14.4,21.0,778854
14.5,21.0,779716
13.8,21.0,780367
14.9,21.0,781200
15.0,21.0,782070
14.5,21.0,782813
14.3,21.0,783597
14.0,21.0,784105
13.7,21.0,785012
13.5,21.0,785599
14.2,21.0,786458
14.2,21.0,787313
14.8,21.0,788184
14.0,21.0,788972
14.3,21.0,789808
15.0,21.0,790739
15.5,21.0,791333
17.1,24.0,792272
16.1,24.0,792802
16.3,24.0,793506
15.8,24.0,794266
14.9,24.0,794977
14.1,24.0,795505
14.2,24.0,796278
12.8,24.0,796764
12.2,24.0,797518
12.7,24.0,798404
12.6,23.0,799410
13.5,23.0,800380
15.6,32.0,801568
15.7,32.0,802401
17.1,32.0,803374
17.9,32.0,804023
17.7,32.0,804727
17.9,32.0,805319
18.2,32.0,806079
17.7,32.0,806741
17.8,32.0,807606
17.8,32.0,808481
15.7,26.0,809225
15.7,26.0,809856
14.4,24.0,810488
14.2,24.0,811224
15.2,24.0,812063
15.6,24.0,812665
15.2,24.0,813346
14.4,24.0,813940
13.7,20.0,814771
13.2,20.0,815505
14.1,20.0,816483
14.1,20.0,817338
14.6,20.0,818193
15.0,20.0,818964
14.2,20.0,819752
14.3,20.0,820550
14.7,20.0,821306
15.2,20.0,821950
15.1,20.0,822874
15.6,20.0,823686
14.8,18.0,824427
15.1,18.0,825204
16.3,30.0,826425
15.9,30.0,827117
16.0,30.0,827997
15.9,30.0,828756
15.8,30.0,829503
15.2,30.0,830120
15.2,30.0,830885
15.0,30.0,831781
14.8,30.0,832428
15.1,30.0,833259
13.0,19.0,833898
13.6,19.0,834968
13.5,19.0,835709
13.1,19.0,836302
13.4,19.0,837347
13.9,19.0,838209
14.5,22.0,839466
14.2,22.0,840188
14.5,22.0,840977
14.1,22.0,841876
14.7,22.0,842761
14.8,22.0,843794
15.1,22.0,844510
16.5,23.0,845644
16.8,23.0,846592
17.9,24.0,847699
16.9,24.0,848447
16.6,24.0,849063
16.9,24.0,849987
17.4,24.0,850914
18.3,24.0,852144
17.6,24.0,852887
16.9,24.0,853445
17.1,25.0,854589
16.1,25.0,855185
15.3,25.0,855996
16.8,27.0,857050
17.4,27.0,857591
17.5,27.0,858568
16.8,27.0,859380
15.3,27.0,859947
15.1,27.0,860647
15.0,27.0,861182
15.3,28.0,862524
15.7,28.0,863347
15.6,28.0,864044
14.1,28.0,864804
15.0,28.0,865751
15.0,28.0,866598
15.0,28.0,867401
15.1,28.0,868095
15.3,28.0,868965
17.6,30.0,870206
16.3,30.0,871068
17.5,30.0,872312
17.0,30.0,872905
17.1,30.0,873711
17.4,30.0,874911
17.8,30.0,875808
18.2,30.0,876840
19.8,30.0,878008
20.1,30.0,878753
18.5,27.0,879541
18.2,27.0,880232
18.2,27.0,881161
18.9,27.0,882169
18.5,27.0,882847
17.3,26.0,883753
16.4,26.0,884489
16.0,26.0,885286
16.1,27.0,886144
16.0,27.0,886865
15.5,27.0,887518
16.0,27.0,888429
14.0,27.0,888898
13.5,27.0,889614
14.3,27.0,890430
14.2,27.0,891281
14.4,27.0,892152
14.4,27.0,893001
13.6,19.0,894026
14.5,24.0,894805
15.8,24.0,895685
15.9,24.0,896353
16.6,24.0,897169
16.6,24.0,897921
17.3,24.0,898887
18.7,28.0,900085
19.2,28.0,900934
20.5,28.0,902088
21.1,28.0,903095
19.8,28.0,903803
19.5,28.0,904721
19.0,28.0,905551
19.9,28.0,906597
21.0,28.0,907705
20.0,28.0,908613
19.3,26.0,909367
19.9,26.0,910491
19.2,25.0,911247
19.0,25.0,912345
19.1,25.0,913117
19.0,25.0,914035
19.1,25.0,914912
18.6,25.0,915679
18.3,25.0,916703
17.6,25.0,917259
17.0,25.0,918015
16.2,23.0,918799
16.0,23.0,919708
15.0,20.0,920453
15.1,20.0,921268
14.1,20.0,921827
14.4,20.0,922634
13.9,20.0,923431
13.0,17.0,924220
14.3,20.0,925130
14.8,20.0,926174
16.4,33.0,927572
16.5,33.0,928396
16.4,33.0,929079
16.3,33.0,929900
17.6,33.0,930830
17.9,33.0,931752
18.2,33.0,932641
19.0,33.0,933493
19.1,33.0,934608
18.1,33.0,935272
16.2,21.0,936053
16.4,21.0,936934
17.8,26.0,937820
17.8,26.0,938611
16.8,26.0,939333
18.1,33.0,940703
17.8,33.0,941412
17.3,33.0,942318
17.2,33.0,943297
17.2,33.0,943927
18.9,33.0,945302
18.7,33.0,946033
18.5,33.0,946972
18.6,33.0,947771
18.8,33.0,948596
17.3,31.0,949493
17.2,31.0,950141
17.3,31.0,951032
16.2,31.0,951710
17.2,31.0,952609
15.8,24.0,953550
15.8,24.0,954571
15.2,20.0,955409
15.4,20.0,956217
16.3,22.0,957283
16.5,22.0,958315
17.3,22.0,959186
17.4,22.0,960081
19.0,25.0,961274
19.0,25.0,962289
19.6,25.0,963073
19.3,25.0,963968
19.8,25.0,965065
19.4,25.0,965746
18.4,25.0,966538
18.2,25.0,967449
18.3,25.0,968274
18.4,25.0,969108
17.8,23.0,970021
18.0,23.0,970943
18.6,29.0,972067
18.5,29.0,972903
17.3,29.0,973572
18.4,29.0,974493
18.3,29.0,975208
17.9,29.0,976097
16.9,29.0,976760
16.4,29.0,977468
16.3,29.0,978213
16.0,29.0,979170
15.0,22.0,980007
15.3,22.0,980978
15.6,22.0,981714
15.6,22.0,982506
16.9,24.0,983524
17.1,24.0,984260
17.8,24.0,985170
18.9,24.0,986197
17.7,24.0,986686
18.1,24.0,987732
17.9,24.0,988557
17.8,24.0,989275
19.4,30.0,990301
18.9,30.0,991221
18.1,30.0,992104
18.4,30.0,992916
18.6,30.0,994000
19.0,30.0,995339
19.8,30.0,996138
19.5,30.0,997201
19.5,30.0,998124
20.5,30.0,999232
19.9,27.0,1000227
20.5,27.0,1001186
20.6,27.0,1002107
21.4,27.0,1003121
22.6,31.0,1004394
23.0,31.0,1005411
22.5,31.0,1005969
23.7,32.0,1007025
24.2,32.0,1008177
22.4,32.0,1008741
21.6,32.0,1009566
21.3,32.0,1010472
20.4,32.0,1011047
19.5,32.0,1011849
18.4,32.0,1012999
18.2,32.0,1014329
18.8,32.0,1015070
19.1,35.0,1016288
19.5,35.0,1017443
21.1,35.0,1018417
22.2,35.0,1019509
22.9,35.0,1020516
25.2,35.0,1021717
24.3,35.0,1022313
24.0,35.0,1023114
22.1,35.0,1023741
22.1,35.0,1024604
22.3,37.0,1025793
21.9,37.0,1026761
20.9,37.0,1027687
20.0,37.0,1028578
18.9,37.0,1029451
17.1,37.0,1030318
17.7,37.0,1031252
17.7,37.0,1032211
18.9,37.0,1033061
19.2,37.0,1034076
17.6,22.0,1034940
16.3,22.0,1035533
16.1,22.0,1036209
15.9,22.0,1036953
16.2,22.0,1037851
16.5,22.0,1038678
17.5,25.0,1039893
16.9,25.0,1040650
17.2,25.0,1041603
17.9,25.0,1042830
17.9,25.0,1043776
18.0,25.0,1044359
18.5,25.0,1045250
20.0,31.0,1046383
19.9,31.0,1047441
19.3,31.0,1048074
19.5,31.0,1049156
19.7,31.0,1049967
19.9,31.0,1051288
21.1,37.0,1052697
21.1,37.0,1053692
21.0,37.0,1054308
20.1,37.0,1054883
18.3,37.0,1055654
17.7,37.0,1056343
18.1,37.0,1057044
17.3,37.0,1058071
19.6,37.0,1059233
18.8,37.0,1060055
18.3,36.0,1061282
18.1,36.0,1062177
20.9,37.0,1063446
22.9,37.0,1064672
22.9,37.0,1065501
23.2,37.0,1066410
26.0,42.0,1067826
25.2,42.0,1068483
24.1,42.0,1069503
24.9,42.0,1070678
23.9,42.0,1071783
23.9,42.0,1072738
22.2,42.0,1073818
20.7,42.0,1074573
22.7,42.0,1075838
26.1,49.0,1077463
24.3,49.0,1078539
26.9,49.0,1079760
25.7,49.0,1080595
24.5,49.0,1081321
25.0,49.0,1082388
24.1,49.0,1083024
24.0,49.0,1083925
24.9,49.0,1084847
24.9,49.0,1086157
21.7,37.0,1087112
21.5,37.0,1087882
21.0,33.0,1089126
22.9,33.0,1090536
23.8,33.0,1091579
23.8,33.0,1092650
23.8,33.0,1093258
25.0,33.0,1094406
24.3,33.0,1095206
23.3,32.0,1096019
24.1,32.0,1097234
23.7,32.0,1098266
22.1,32.0,1099244
19.8,31.0,1100062
18.8,31.0,1100733
18.3,31.0,1101515
19.1,31.0,1102373
17.8,25.0,1103215
17.8,25.0,1104128
18.1,26.0,1105365
17.4,26.0,1106201
17.4,26.0,1107043
19.0,32.0,1108146
20.9,32.0,1109189
22.1,32.0,1110498
22.1,32.0,1111476
21.6,32.0,1112255
22.0,32.0,1113386
21.6,32.0,1114132
21.5,32.0,1115430
21.0,32.0,1116184
21.6,32.0,1117207
19.4,28.0,1117836
20.2,36.0,1119342
19.2,36.0,1120301
18.2,36.0,1121028
18.6,36.0,1121925
20.5,41.0,1123435
20.6,41.0,1124174
19.6,41.0,1125045
19.4,41.0,1125709
18.4,41.0,1126620
18.6,41.0,1127323
17.1,41.0,1128226
17.4,41.0,1129309
19.1,41.0,1130345
19.7,41.0,1131327
17.0,29.0,1132142
19.9,41.0,1133734
21.3,41.0,1134943
22.1,41.0,1135983
22.9,41.0,1136850
23.1,41.0,1137629
24.0,41.0,1138797
24.7,41.0,1139715
23.7,41.0,1140810
23.4,41.0,1141675
23.2,41.0,1142420
20.0,30.0,1143082
19.1,30.0,1144054
20.3,31.0,1145317
19.9,31.0,1146183
23.1,46.0,1147953
22.6,46.0,1149223
21.4,46.0,1149998
21.3,46.0,1151003
22.8,46.0,1152106
22.8,46.0,1152868
23.3,46.0,1153616
23.1,46.0,1154703
22.0,46.0,1155691
23.1,46.0,1156612
21.0,35.0,1157633
20.5,35.0,1158389
21.5,35.0,1159375
22.7,35.0,1160553
22.5,33.0,1161464
24.8,35.0,1162621
25.3,35.0,1163769
26.0,35.0,1164849
25.7,35.0,1165919
24.3,35.0,1166796
23.8,35.0,1167770
25.4,36.0,1169213
26.1,36.0,1170689
26.3,36.0,1171940
24.6,36.0,1172748
23.5,36.0,1173791
25.2,36.0,1175243
25.1,36.0,1176264
26.2,36.0,1177121
26.5,36.0,1178057
26.6,36.0,1179161
24.6,36.0,1180085
23.5,36.0,1180955
23.4,36.0,1182246
24.0,36.0,1183152
23.8,36.0,1184065
22.0,31.0,1184852
20.9,31.0,1185581
20.0,31.0,1186486
20.1,31.0,1187427
19.2,31.0,1188131
18.9,31.0,1188873
20.6,37.0,1190099
19.1,37.0,1190999
19.1,37.0,1192066
19.6,37.0,1193177
19.6,37.0,1194212
21.8,37.0,1195595
21.4,37.0,1196484
22.8,37.0,1197784
23.9,37.0,1198849
24.0,37.0,1199474
23.1,35.0,1200587
24.0,35.0,1201640
23.9,35.0,1202341
24.6,35.0,1203645
23.6,35.0,1204119
21.5,34.0,1204963
21.6,34.0,1205811
21.2,34.0,1207052
21.3,34.0,1208240
21.7,34.0,1209088
20.7,34.0,1209766
20.0,34.0,1210621
19.1,34.0,1211337
17.9,29.0,1212457
18.5,29.0,1213230
18.4,29.0,1213940
19.1,29.0,1215082
17.7,24.0,1215880
16.4,23.0,1216661
17.4,28.0,1217808
18.0,28.0,1218929
17.4,28.0,1219698
16.9,28.0,1220237
17.7,30.0,1221349
17.9,30.0,1222266
19.6,30.0,1223687
18.3,30.0,1224260
18.4,30.0,1225178
18.6,30.0,1225973
18.9,31.0,1227208
17.9,31.0,1228021
18.7,31.0,1229045
20.3,31.0,1230075
18.5,31.0,1230802
17.8,31.0,1231320
18.0,32.0,1232787
20.9,39.0,1234079
21.5,39.0,1235075
24.2,40.0,1236551
22.1,40.0,1237180
22.0,40.0,1237971
21.0,40.0,1238706
20.3,40.0,1239588
20.7,40.0,1240400
21.8,40.0,1241388
21.7,40.0,1242760
18.8,40.0,1243323
18.4,40.0,1244372
17.2,31.0,1245517
17.2,31.0,1246176
18.3,31.0,1247074
19.6,31.0,1248100
19.7,31.0,1248898
19.4,31.0,1249630
19.4,31.0,1250636
17.7,28.0,1251531
17.8,28.0,1252208
17.5,28.0,1253181
15.3,24.0,1253633
15.9,24.0,1254168
13.8,23.0,1254490
13.5,20.0,1255467
12.5,20.0,1255975
12.4,20.0,1256754
12.2,20.0,1257617
14.0,32.0,1258518
15.3,32.0,1259599
16.4,32.0,1260783
16.7,32.0,1261360
16.5,32.0,1262248
17.8,32.0,1263118
17.2,32.0,1263948
17.9,32.0,1264646
18.5,32.0,1265606
18.6,32.0,1266399
17.4,26.0,1267385
16.6,26.0,1268296
16.6,26.0,1269466
16.2,26.0,1269853
17.4,26.0,1270986
16.7,26.0,1271541
17.5,26.0,1272776
18.3,26.0,1273760
19.7,32.0,1275008
